"REF_DATE","GEO","DGUID","Type of vehicle","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2014","Saskatchewan","2016A000247","Total, road motor vehicle registrations","Number","223","units ","0","v1456806","9.2","891897","","","","0"
"2014","Saskatchewan","2016A000247","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456807","9.3","787428","","","","0"
"2014","Saskatchewan","2016A000247","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456808","9.4","48790","","","","0"
"2014","Saskatchewan","2016A000247","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456809","9.5","40932","","","","0"
"2014","Saskatchewan","2016A000247","Buses","Number","223","units ","0","v1456810","9.6","3972","","","","0"
"2014","Saskatchewan","2016A000247","Motorcycles and mopeds","Number","223","units ","0","v1456811","9.7","10775","","","","0"
"2014","Saskatchewan","2016A000247","Trailers","Number","223","units ","0","v1456812","9.8","224028","","","","0"
"2014","Saskatchewan","2016A000247","Off-road, construction, farm vehicles","Number","223","units ","0","v1456813","9.9","9004","","","","0"
"2014","Alberta","2016A000248","Total, vehicle registrations","Number","223","units ","0","v1456814","10.1","4952037","","","","0"
"2014","Alberta","2016A000248","Total, road motor vehicle registrations","Number","223","units ","0","v1456815","10.2","3431843","","","","0"
"2014","Alberta","2016A000248","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456816","10.3","2998455","","","","0"
"2014","Alberta","2016A000248","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456817","10.4","183036","","","","0"
"2014","Alberta","2016A000248","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456818","10.5","111845","","","","0"
"2014","Alberta","2016A000248","Buses","Number","223","units ","0","v1456819","10.6","16332","","","","0"
"2014","Alberta","2016A000248","Motorcycles and mopeds","Number","223","units ","0","v1456820","10.7","122175","","","","0"
"2014","Alberta","2016A000248","Trailers","Number","223","units ","0","v1456821","10.8","1325348","","","","0"
"2014","Alberta","2016A000248","Off-road, construction, farm vehicles","Number","223","units ","0","v1456822","10.9","194846","","","","0"
"2014","British Columbia","2016A000259","Total, vehicle registrations","Number","223","units ","0","v1456823","11.1","3448480","","","","0"
"2014","British Columbia","2016A000259","Total, road motor vehicle registrations","Number","223","units ","0","v1456824","11.2","3008281","","","","0"
"2014","British Columbia","2016A000259","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456825","11.3","2787750","","","","0"
"2014","British Columbia","2016A000259","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456826","11.4","106918","","","","0"
"2014","British Columbia","2016A000259","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456827","11.5","40858","","","","0"
"2014","British Columbia","2016A000259","Buses","Number","223","units ","0","v1456828","11.6","9985","","","","0"
"2014","British Columbia","2016A000259","Motorcycles and mopeds","Number","223","units ","0","v1456829","11.7","62770","","","","0"
"2014","British Columbia","2016A000259","Trailers","Number","223","units ","0","v1456830","11.8","419853","","","","0"
"2014","British Columbia","2016A000259","Off-road, construction, farm vehicles","Number","223","units ","0","v1456831","11.9","20346","","","","0"
"2014","Yukon","2016A000260","Total, vehicle registrations","Number","223","units ","0","v1456832","12.1","53005","","","","0"
"2014","Yukon","2016A000260","Total, road motor vehicle registrations","Number","223","units ","0","v1456833","12.2","37211","","","","0"
"2014","Yukon","2016A000260","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456834","12.3","31066","","","","0"
"2014","Yukon","2016A000260","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456835","12.4","2984","","","","0"
"2014","Yukon","2016A000260","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456836","12.5","1712","","","","0"
"2014","Yukon","2016A000260","Buses","Number","223","units ","0","v1456837","12.6","368","","","","0"
"2014","Yukon","2016A000260","Motorcycles and mopeds","Number","223","units ","0","v1456838","12.7","1081","","","","0"
"2014","Yukon","2016A000260","Trailers","Number","223","units ","0","v1456839","12.8","14145","","","","0"
"2014","Yukon","2016A000260","Off-road, construction, farm vehicles","Number","223","units ","0","v1456840","12.9","1649","","","","0"
"2014","Northwest Territories","2016A000261","Total, vehicle registrations","Number","223","units ","0","v1456841","13.1","33226","","","","0"
"2014","Northwest Territories","2016A000261","Total, road motor vehicle registrations","Number","223","units ","0","v1456842","13.2","26314","","","","0"
"2014","Northwest Territories","2016A000261","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456843","13.3","22710","","","","0"
"2014","Northwest Territories","2016A000261","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456844","13.4","1806","","","","0"
"2014","Northwest Territories","2016A000261","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456845","13.5","911","","","","0"
"2014","Northwest Territories","2016A000261","Buses","Number","223","units ","0","v1456846","13.6","93","","","","0"
"2014","Northwest Territories","2016A000261","Motorcycles and mopeds","Number","223","units ","0","v1456847","13.7","794","","","","0"
"2014","Northwest Territories","2016A000261","Trailers","Number","223","units ","0","v1456848","13.8","5359","","","","0"
"2014","Northwest Territories","2016A000261","Off-road, construction, farm vehicles","Number","223","units ","0","v1456849","13.9","1553","","","","0"
"2014","Nunavut","2016A000262","Total, vehicle registrations","Number","223","units ","0","v1456850","14.1","6772","","","","0"
"2014","Nunavut","2016A000262","Total, road motor vehicle registrations","Number","223","units ","0","v1456851","14.2","5442","","","","0"
"2014","Nunavut","2016A000262","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456852","14.3","4668","","","","0"
"2014","Nunavut","2016A000262","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456853","14.4","282","","","","0"
"2014","Nunavut","2016A000262","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456854","14.5","382","","","","0"
"2014","Nunavut","2016A000262","Buses","Number","223","units ","0","v1456855","14.6","39","","","","0"
"2014","Nunavut","2016A000262","Motorcycles and mopeds","Number","223","units ","0","v1456856","14.7","71","","","","0"
"2014","Nunavut","2016A000262","Trailers","Number","223","units ","0","v1456857","14.8","193","","","","0"
"2014","Nunavut","2016A000262","Off-road, construction, farm vehicles","Number","223","units ","0","v1456858","14.9","1137","","","","0"
"2015","Canada","2016A000011124","Total, vehicle registrations","Number","223","units ","0","v1456733","1.1","33168805","","","","0"
"2015","Canada","2016A000011124","Total, road motor vehicle registrations","Number","223","units ","0","v1456734","1.2","23923806","","","","0"
"2015","Canada","2016A000011124","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456735","1.3","22067778","","","","0"
"2015","Canada","2016A000011124","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456736","1.4","591897","","","","0"
"2015","Canada","2016A000011124","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456737","1.5","464322","","","","0"
"2015","Canada","2016A000011124","Buses","Number","223","units ","0","v1456738","1.6","90551","","","","0"
"2015","Canada","2016A000011124","Motorcycles and mopeds","Number","223","units ","0","v1456739","1.7","709258","","","","0"
"2015","Canada","2016A000011124","Trailers","Number","223","units ","0","v1456740","1.8","7094079","","","","0"
"2015","Canada","2016A000011124","Off-road, construction, farm vehicles","Number","223","units ","0","v1456741","1.9","2150920","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Total, vehicle registrations","Number","223","units ","0","v1456742","2.1","670686","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Total, road motor vehicle registrations","Number","223","units ","0","v1456743","2.2","383841","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456744","2.3","354811","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456745","2.4","6885","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456746","2.5","5340","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Buses","Number","223","units ","0","v1456747","2.6","1427","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Motorcycles and mopeds","Number","223","units ","0","v1456748","2.7","15378","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Trailers","Number","223","units ","0","v1456749","2.8","63471","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Off-road, construction, farm vehicles","Number","223","units ","0","v1456750","2.9","223374","","","","0"
"2015","Prince Edward Island","2016A000211","Total, vehicle registrations","Number","223","units ","0","v1456751","3.1","99876","","","","0"
"2015","Prince Edward Island","2016A000211","Total, road motor vehicle registrations","Number","223","units ","0","v1456752","3.2","85880","","","","0"
"2015","Prince Edward Island","2016A000211","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456753","3.3","77723","","","","0"
"2015","Prince Edward Island","2016A000211","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456754","3.4","1772","","","","0"
"2015","Prince Edward Island","2016A000211","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456755","3.5","2950","","","","0"
"2015","Prince Edward Island","2016A000211","Buses","Number","223","units ","0","v1456756","3.6","340","","","","0"
"2015","Prince Edward Island","2016A000211","Motorcycles and mopeds","Number","223","units ","0","v1456757","3.7","3095","","","","0"
"2015","Prince Edward Island","2016A000211","Trailers","Number","223","units ","0","v1456758","3.8","12119","","","","0"
"2015","Prince Edward Island","2016A000211","Off-road, construction, farm vehicles","Number","223","units ","0","v1456759","3.9","1877","","","","0"
"2015","Nova Scotia","2016A000212","Total, vehicle registrations","Number","223","units ","0","v1456760","4.1","745730","","","","0"
"2015","Nova Scotia","2016A000212","Total, road motor vehicle registrations","Number","223","units ","0","v1456761","4.2","628623","","","","0"
"2015","Nova Scotia","2016A000212","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456762","4.3","588807","","","","0"
"2015","Nova Scotia","2016A000212","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456763","4.4","10652","","","","0"
"2015","Nova Scotia","2016A000212","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456764","4.5","9255","","","","0"
"2015","Nova Scotia","2016A000212","Buses","Number","223","units ","0","v1456765","4.6","1963","","","","0"
"2015","Nova Scotia","2016A000212","Motorcycles and mopeds","Number","223","units ","0","v1456766","4.7","17946","","","","0"
"2015","Nova Scotia","2016A000212","Trailers","Number","223","units ","0","v1456767","4.8","57869","","","","0"
"2015","Nova Scotia","2016A000212","Off-road, construction, farm vehicles","Number","223","units ","0","v1456768","4.9","59238","","","","0"
"2015","New Brunswick","2016A000213","Total, vehicle registrations","Number","223","units ","0","v1456769","5.1","734236","","","","0"
"2015","New Brunswick","2016A000213","Total, road motor vehicle registrations","Number","223","units ","0","v1456770","5.2","579810","","","","0"
"2015","New Brunswick","2016A000213","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456771","5.3","533082","","","","0"
"2015","New Brunswick","2016A000213","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456772","5.4","8548","","","","0"
"2015","New Brunswick","2016A000213","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456773","5.5","12738","","","","0"
"2015","New Brunswick","2016A000213","Buses","Number","223","units ","0","v1456774","5.6","3315","","","","0"
"2015","New Brunswick","2016A000213","Motorcycles and mopeds","Number","223","units ","0","v1456775","5.7","22127","","","","0"
"2015","New Brunswick","2016A000213","Trailers","Number","223","units ","0","v1456776","5.8","100841","","","","0"
"2015","New Brunswick","2016A000213","Off-road, construction, farm vehicles","Number","223","units ","0","v1456777","5.9","53585","","","","0"
"2015","Quebec","2016A000224","Total, vehicle registrations","Number","223","units ","0","v1456778","6.1","8227294","","","","0"
"2015","Quebec","2016A000224","Total, road motor vehicle registrations","Number","223","units ","0","v1456779","6.2","5459650","","","","0"
"2015","Quebec","2016A000224","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456780","6.3","5086519","","","","0"
"2015","Quebec","2016A000224","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456781","6.4","66727","","","","0"
"2015","Quebec","2016A000224","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456782","6.5","83056","","","","0"
"2015","Quebec","2016A000224","Buses","Number","223","units ","0","v1456783","6.6","18586","","","","0"
"2015","Quebec","2016A000224","Motorcycles and mopeds","Number","223","units ","0","v1456784","6.7","204762","","","","0"
"2015","Quebec","2016A000224","Trailers","Number","223","units ","0","v1456785","6.8","1993922","","","","0"
"2015","Quebec","2016A000224","Off-road, construction, farm vehicles","Number","223","units ","0","v1456786","6.9","773722","","","","0"
"2015","Ontario","2016A000235","Total, vehicle registrations","Number","223","units ","0","v1456787","7.1","11685875","","","","0"
"2015","Ontario","2016A000235","Total, road motor vehicle registrations","Number","223","units ","0","v1456788","7.2","8358366","","","","0"
"2015","Ontario","2016A000235","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456789","7.3","7866332","","","","0"
"2015","Ontario","2016A000235","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456790","7.4","122686","","","","0"
"2015","Ontario","2016A000235","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456791","7.5","122462","","","","0"
"2015","Ontario","2016A000235","Buses","Number","223","units ","0","v1456792","7.6","29837","","","","0"
"2015","Ontario","2016A000235","Motorcycles and mopeds","Number","223","units ","0","v1456793","7.7","217049","","","","0"
"2015","Ontario","2016A000235","Trailers","Number","223","units ","0","v1456794","7.8","2612930","","","","0"
"2015","Ontario","2016A000235","Off-road, construction, farm vehicles","Number","223","units ","0","v1456795","7.9","714579","","","","0"
"2015","Manitoba","2016A000246","Total, vehicle registrations","Number","223","units ","0","v1456796","8.1","1114162","","","","0"
"2015","Manitoba","2016A000246","Total, road motor vehicle registrations","Number","223","units ","0","v1456797","8.2","843776","","","","0"
"2015","Manitoba","2016A000246","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456798","8.3","771944","","","","0"
"2015","Manitoba","2016A000246","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456799","8.4","19121","","","","0"
"2015","Manitoba","2016A000246","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456800","8.5","29395","","","","0"
"2015","Manitoba","2016A000246","Buses","Number","223","units ","0","v1456801","8.6","4203","","","","0"
"2015","Manitoba","2016A000246","Motorcycles and mopeds","Number","223","units ","0","v1456802","8.7","19113","","","","0"
"2015","Manitoba","2016A000246","Trailers","Number","223","units ","0","v1456803","8.8","192088","","","","0"
"2015","Manitoba","2016A000246","Off-road, construction, farm vehicles","Number","223","units ","0","v1456804","8.9","78298","","","","0"
"2015","Saskatchewan","2016A000247","Total, vehicle registrations","Number","223","units ","0","v1456805","9.1","1133272","","","","0"
"2015","Saskatchewan","2016A000247","Total, road motor vehicle registrations","Number","223","units ","0","v1456806","9.2","899835","","","","0"
"2015","Saskatchewan","2016A000247","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456807","9.3","794478","","","","0"
"2015","Saskatchewan","2016A000247","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456808","9.4","49285","","","","0"
"2015","Saskatchewan","2016A000247","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456809","9.5","41984","","","","0"
"2015","Saskatchewan","2016A000247","Buses","Number","223","units ","0","v1456810","9.6","4014","","","","0"
"2015","Saskatchewan","2016A000247","Motorcycles and mopeds","Number","223","units ","0","v1456811","9.7","10074","","","","0"
"2015","Saskatchewan","2016A000247","Trailers","Number","223","units ","0","v1456812","9.8","225511","","","","0"
"2015","Saskatchewan","2016A000247","Off-road, construction, farm vehicles","Number","223","units ","0","v1456813","9.9","7926","","","","0"
"2015","Alberta","2016A000248","Total, vehicle registrations","Number","223","units ","0","v1456814","10.1","5098281","","","","0"
"2015","Alberta","2016A000248","Total, road motor vehicle registrations","Number","223","units ","0","v1456815","10.2","3521310","","","","0"
"2015","Alberta","2016A000248","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456816","10.3","3074733","","","","0"
"2015","Alberta","2016A000248","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456817","10.4","188936","","","","0"
"2015","Alberta","2016A000248","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456818","10.5","112109","","","","0"
"2015","Alberta","2016A000248","Buses","Number","223","units ","0","v1456819","10.6","16319","","","","0"
"2015","Alberta","2016A000248","Motorcycles and mopeds","Number","223","units ","0","v1456820","10.7","129213","","","","0"
"2015","Alberta","2016A000248","Trailers","Number","223","units ","0","v1456821","10.8","1379600","","","","0"
"2015","Alberta","2016A000248","Off-road, construction, farm vehicles","Number","223","units ","0","v1456822","10.9","197371","","","","0"
"2015","British Columbia","2016A000259","Total, vehicle registrations","Number","223","units ","0","v1456823","11.1","3563505","","","","0"
"2015","British Columbia","2016A000259","Total, road motor vehicle registrations","Number","223","units ","0","v1456824","11.2","3092030","","","","0"
"2015","British Columbia","2016A000259","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456825","11.3","2859463","","","","0"
"2015","British Columbia","2016A000259","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456826","11.4","112032","","","","0"
"2015","British Columbia","2016A000259","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456827","11.5","42063","","","","0"
"2015","British Columbia","2016A000259","Buses","Number","223","units ","0","v1456828","11.6","10020","","","","0"
"2015","British Columbia","2016A000259","Motorcycles and mopeds","Number","223","units ","0","v1456829","11.7","68452","","","","0"
"2015","British Columbia","2016A000259","Trailers","Number","223","units ","0","v1456830","11.8","435185","","","","0"
"2015","British Columbia","2016A000259","Off-road, construction, farm vehicles","Number","223","units ","0","v1456831","11.9","36290","","","","0"
"2015","Yukon","2016A000260","Total, vehicle registrations","Number","223","units ","0","v1456832","12.1","54632","","","","0"
"2015","Yukon","2016A000260","Total, road motor vehicle registrations","Number","223","units ","0","v1456833","12.2","38252","","","","0"
"2015","Yukon","2016A000260","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456834","12.3","31960","","","","0"
"2015","Yukon","2016A000260","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456835","12.4","3127","","","","0"
"2015","Yukon","2016A000260","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456836","12.5","1656","","","","0"
"2015","Yukon","2016A000260","Buses","Number","223","units ","0","v1456837","12.6","390","","","","0"
"2015","Yukon","2016A000260","Motorcycles and mopeds","Number","223","units ","0","v1456838","12.7","1119","","","","0"
"2015","Yukon","2016A000260","Trailers","Number","223","units ","0","v1456839","12.8","14665","","","","0"
"2015","Yukon","2016A000260","Off-road, construction, farm vehicles","Number","223","units ","0","v1456840","12.9","1715","","","","0"
"2015","Northwest Territories","2016A000261","Total, vehicle registrations","Number","223","units ","0","v1456841","13.1","34155","","","","0"
"2015","Northwest Territories","2016A000261","Total, road motor vehicle registrations","Number","223","units ","0","v1456842","13.2","26770","","","","0"
"2015","Northwest Territories","2016A000261","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456843","13.3","23051","","","","0"
"2015","Northwest Territories","2016A000261","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456844","13.4","1837","","","","0"
"2015","Northwest Territories","2016A000261","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456845","13.5","929","","","","0"
"2015","Northwest Territories","2016A000261","Buses","Number","223","units ","0","v1456846","13.6","94","","","","0"
"2015","Northwest Territories","2016A000261","Motorcycles and mopeds","Number","223","units ","0","v1456847","13.7","859","","","","0"
"2015","Northwest Territories","2016A000261","Trailers","Number","223","units ","0","v1456848","13.8","5650","","","","0"
"2015","Northwest Territories","2016A000261","Off-road, construction, farm vehicles","Number","223","units ","0","v1456849","13.9","1735","","","","0"
"2015","Nunavut","2016A000262","Total, vehicle registrations","Number","223","units ","0","v1456850","14.1","7101","","","","0"
"2015","Nunavut","2016A000262","Total, road motor vehicle registrations","Number","223","units ","0","v1456851","14.2","5663","","","","0"
"2015","Nunavut","2016A000262","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456852","14.3","4875","","","","0"
"2015","Nunavut","2016A000262","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456853","14.4","289","","","","0"
"2015","Nunavut","2016A000262","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456854","14.5","385","","","","0"
"2015","Nunavut","2016A000262","Buses","Number","223","units ","0","v1456855","14.6","43","","","","0"
"2015","Nunavut","2016A000262","Motorcycles and mopeds","Number","223","units ","0","v1456856","14.7","71","","","","0"
"2015","Nunavut","2016A000262","Trailers","Number","223","units ","0","v1456857","14.8","228","","","","0"
"2015","Nunavut","2016A000262","Off-road, construction, farm vehicles","Number","223","units ","0","v1456858","14.9","1210","","","","0"
"2016","Canada","2016A000011124","Total, vehicle registrations","Number","223","units ","0","v1456733","1.1","33771855","","","","0"
"2016","Canada","2016A000011124","Total, road motor vehicle registrations","Number","223","units ","0","v1456734","1.2","24269868","","","","0"
"2016","Canada","2016A000011124","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456735","1.3","22410030","","","","0"
"2016","Canada","2016A000011124","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456736","1.4","590023","","","","0"
"2016","Canada","2016A000011124","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456737","1.5","462908","","","","0"
"2016","Canada","2016A000011124","Buses","Number","223","units ","0","v1456738","1.6","90643","","","","0"
"2016","Canada","2016A000011124","Motorcycles and mopeds","Number","223","units ","0","v1456739","1.7","716264","","","","0"
"2016","Canada","2016A000011124","Trailers","Number","223","units ","0","v1456740","1.8","7269669","","","","0"
"2016","Canada","2016A000011124","Off-road, construction, farm vehicles","Number","223","units ","0","v1456741","1.9","2232318","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Total, vehicle registrations","Number","223","units ","0","v1456742","2.1","689129","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Total, road motor vehicle registrations","Number","223","units ","0","v1456743","2.2","390574","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456744","2.3","361096","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456745","2.4","7045","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456746","2.5","5411","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Buses","Number","223","units ","0","v1456747","2.6","1468","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Motorcycles and mopeds","Number","223","units ","0","v1456748","2.7","15554","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Trailers","Number","223","units ","0","v1456749","2.8","64350","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Off-road, construction, farm vehicles","Number","223","units ","0","v1456750","2.9","234205","","","","0"
"2016","Prince Edward Island","2016A000211","Total, vehicle registrations","Number","223","units ","0","v1456751","3.1","96236","","","","0"
"2016","Prince Edward Island","2016A000211","Total, road motor vehicle registrations","Number","223","units ","0","v1456752","3.2","82473","","","","0"
"2016","Prince Edward Island","2016A000211","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456753","3.3","74795","","","","0"
"2016","Prince Edward Island","2016A000211","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456754","3.4","1692","","","","0"
"2016","Prince Edward Island","2016A000211","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456755","3.5","2624","","","","0"
"2016","Prince Edward Island","2016A000211","Buses","Number","223","units ","0","v1456756","3.6","314","","","","0"
"2016","Prince Edward Island","2016A000211","Motorcycles and mopeds","Number","223","units ","0","v1456757","3.7","3048","","","","0"
"2016","Prince Edward Island","2016A000211","Trailers","Number","223","units ","0","v1456758","3.8","11468","","","","0"
"2016","Prince Edward Island","2016A000211","Off-road, construction, farm vehicles","Number","223","units ","0","v1456759","3.9","2295","","","","0"
"2016","Nova Scotia","2016A000212","Total, vehicle registrations","Number","223","units ","0","v1456760","4.1","758467","","","","0"
"2016","Nova Scotia","2016A000212","Total, road motor vehicle registrations","Number","223","units ","0","v1456761","4.2","636986","","","","0"
"2016","Nova Scotia","2016A000212","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456762","4.3","595895","","","","0"
"2016","Nova Scotia","2016A000212","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456763","4.4","10971","","","","0"
"2016","Nova Scotia","2016A000212","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456764","4.5","9485","","","","0"
"2016","Nova Scotia","2016A000212","Buses","Number","223","units ","0","v1456765","4.6","2041","","","","0"
"2016","Nova Scotia","2016A000212","Motorcycles and mopeds","Number","223","units ","0","v1456766","4.7","18594","","","","0"
"2016","Nova Scotia","2016A000212","Trailers","Number","223","units ","0","v1456767","4.8","60225","","","","0"
"2016","Nova Scotia","2016A000212","Off-road, construction, farm vehicles","Number","223","units ","0","v1456768","4.9","61256","","","","0"
"2016","New Brunswick","2016A000213","Total, vehicle registrations","Number","223","units ","0","v1456769","5.1","743118","","","","0"
"2016","New Brunswick","2016A000213","Total, road motor vehicle registrations","Number","223","units ","0","v1456770","5.2","584533","","","","0"
"2016","New Brunswick","2016A000213","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456771","5.3","538760","","","","0"
"2016","New Brunswick","2016A000213","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456772","5.4","8589","","","","0"
"2016","New Brunswick","2016A000213","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456773","5.5","12479","","","","0"
"2016","New Brunswick","2016A000213","Buses","Number","223","units ","0","v1456774","5.6","3421","","","","0"
"2016","New Brunswick","2016A000213","Motorcycles and mopeds","Number","223","units ","0","v1456775","5.7","21284","","","","0"
"2016","New Brunswick","2016A000213","Trailers","Number","223","units ","0","v1456776","5.8","100721","","","","0"
"2016","New Brunswick","2016A000213","Off-road, construction, farm vehicles","Number","223","units ","0","v1456777","5.9","57864","","","","0"
"2016","Quebec","2016A000224","Total, vehicle registrations","Number","223","units ","0","v1456778","6.1","8429330","","","","0"
"2016","Quebec","2016A000224","Total, road motor vehicle registrations","Number","223","units ","0","v1456779","6.2","5567140","","","","0"
"2016","Quebec","2016A000224","Vehicles weighing less than 4,500 kilograms","Number","223","units ","0","v1456780","6.3","5186844","","","","0"
"2016","Quebec","2016A000224","Vehicles weighing 4,500 kilograms to 14,999 kilograms","Number","223","units ","0","v1456781","6.4","64283","","","","0"
"2016","Quebec","2016A000224","Vehicles weighing 15,000 kilograms or more","Number","223","units ","0","v1456782","6.5","83247","","","","0"
"2016","Quebec","2016A000224","Buses","Number","223","units ","0","v1456783","6.6","18930","","","","0"
"2016","Quebec","2016A000224","Motorcycles and mopeds","Number","223","units ","0","v1456784","6.7","213836","","","","0"
"2016","Quebec","2016A000224","Trailers","Number","223","units ","0","v1456785","6.8","2050256","","","","0"
"2016","Quebec","2016A000224","Off-road, construction, farm vehicles","Number","223","units ","0","v1456786","6.9","811934","","","","0"
"2016","Ontario","2016A000235","Total, vehicle registrations","Number","223","units ","0","v1456787","7.1","11948296","","","","0"
